,title,artist,date,description,text,tags,group,Duración,event,category,url,image
0,"""everlasting softness""",Twins Experiment,25 ene 2019,"everlasting softness es el tercer proyecto de Twins Experiment, en el que se quiere propiciar un espacio blando para ejercitar la escucha de la materia y su agencia. Un espacio sensorial ficcionado donde todos los cuerpos tengan la misma importancia y la materia sirva como materialización de la tercera cosa que se produce entre dos.","La práctica que Twins Experiment está desarrollando implica sus cuerpos y su relación con materiales blandos. La singularidad de los materiales elegidos mantiene una estrecha relación con algunos conceptos centrales en su trabajo como colectivo: porosidad, flexibilidad, afectación y mutabilidad; así como con algunas características de la sociedad actual en la que nuestras vidas tienen una condición líquida, es decir, no mantienen por mucho tiempo la misma forma. En esta muestra de proceso se plantean diferentes preguntas: ¿cómo ha de moverse nuestro cuerpo para ser acompañado por la materia?, ¿cómo respetar las singularidades de cada cuerpo?, ¿cómo es este ecosistema que se está generando?
La actividad tendrá lugar en el CA2M Centro de Arte Dos de Mayo.",[''],Acento. Muestra del programa Artistas en residencia 2018,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/everlasting-softness-twins-experiment,https://www.lacasaencendida.es/storage/3821/responsive-images/9634-609f-acento_2019_everlasting_softness_nt___detail_1600_900.jpg
1,Introducción para una economía solidaria y humana,No definido,25 ene 2019,"Impartida por José Manuel Naredo, profesor ad honorem en la Universidad Politécnica de Madrid.","La agroecología puede ser definida como “la disciplina científica que enfoca el estudio de la agricultura desde una perspectiva ecológica, pretendiendo construir un espacio teórico que permita analizar los procesos agrarios desde una perspectiva holística (global), incluyendo la perspectiva del espacio y la del tiempo, y considerando ensamblados los problemas sociales, económicos y políticos”.
Una ciencia económicamente justa y solidaria, en cuanto valora la multifuncionalidad de las parcelas agrarias, especialmente en lo relativo a los servicios que presta a la naturaleza los campos cultivados: manteniendo el paisaje, preservando la biodiversidad, conservando los suelos, sosteniendo una población, su cultura, sus ritos y sus tradiciones, además del valor que puedan obtener sus productos en los mercados.
Una ciencia socialmente ética, en la que aparece, como una inexcusable obligación por parte de cualquier investigador vinculado, introducir tales consideraciones en sus perspectivas de análisis.
Por último la agroecología se define agronómicamente sostenible, puesto que se dota de los instrumentos científicos y técnicos necesarios para el análisis y de diseños de sistemas agrarios perdurables.",[''],Agroecología. Marco teórico de los enfoques agroecológicos 2019,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/introduccion-economia-solidaria-humana,https://www.lacasaencendida.es/storage/3785/responsive-images/9581-609f-rehumanizacion_economia_raices_ideologicas_nt___detail_1600_900.jpg
2,Agroecología. Marco teórico de los enfoques agroecológicos 2019,No definido,25 ene - 22 feb 2019,,,[''],Not in a group,,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/agroecologia-marco-teorico-enfoques-agroecologicos-2019,https://www.lacasaencendida.es/storage/6382/responsive-images/9705-609f-agroecologia_marco_teorico_nt___detail_1600_900.jpg
3,"""Rojo pandereta""",Javier Vaquero y Oihana Altube,24 ene 2019,Rojo pandereta es una pieza de danza que toma como referencia la puesta en escena en 1869 de Don Quijote de la Mancha por el coreógrafo francés Marius Petipa. Un marco a partir del cual reflexionar y cuestionar los paradigmas coreográficos que como bailarinas han atravesado y construido nuestras identidades corporales.,"Rojo pandereta toma como referencia la obra literaria de Miguel de Cervantes, Don Quijote de la Mancha (1605-1615) y su puesta en escena en 1869 por el coreógrafo Marius Petipa con el Ballet Don Quixot en el Teatro Bolshói de Moscú (Rusia).
El proceso de creación de Rojo pandereta nace del deseo de cuestionar los paradigmas coreográficos que como bailarinas han atravesado y construido nuestras identidades corporales (nacionales, de género, de raza y profesionales) a lo largo de nuestras carreras. De esta manera pretende evidenciar que la danza, además de ser una manifestación estética, ha servido y sirve para escriturar las ideologías, identidades, emociones, simbolismos y fisiologías de los cuerpos; y que, a su vez, es un medio de constitución política, social, cultural y económica.",[''],Acento. Muestra del programa Artistas en residencia 2018,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/rojo-pandereta-javier-vaquero-oihana-altube,https://www.lacasaencendida.es/storage/3819/responsive-images/9630-609f-acento_2019_rojo_pandereta_nt___detail_1600_900.jpg
4,“Extraoceanic” de Javier Marquerie Thomas,No definido,23 ene 2019,"Ante el avance del liderazgo conservador, la falta de apoyo a las minorías y la falta de preocupación por el cambio climático, las comunidades queer deciden unirse en busca de otro lugar donde habitar. La admiración hacia las criaturas de las zonas abisales del océano les llevó a unirse a ellas y realizar una metamorfosis a la especie Extraoceanic.","Agotadas al contemplar la extensión del liderazgo conservador, al contemplar la falta de apoyo institucional hacia minorías que no encajan en la narrativa patriarcal blanco-cristiana, junto a la desaparición de la preocupación por el cambio climático, las comunidades queer y aliadas de todo el mundo decidimos unirnos en busca de otro lugar donde habitar. En esta mirada hacia el futuro, el género fue transgredido y el posthumanismo se volvió ubicuo. La admiración hacia las criaturas de las zonas abisales del océano, nos llevó a unirnos a ellas y realizamos nuestra metamorfosis a la especie Extraoceanic. Durante un tiempo vivimos nuestra utopía queer en aquellas profundidades violetas oscuras donde no llega el sol, pero al llevar años ingiriendo rocas y microfibras de plástico, nuestra vida consciente acabó, dejando nuestros cuerpos de plástico en una existencia eterna.
El plástico se conocía como el punto clave en la historia que marcó un antes y un después en el antropoceno. Se conocía como el gran desastre para el medio ambiente, fruto de la inconsciencia de la raza humana. El plástico será recordado como la causa de la destrucción de nuestra especie. El plástico fue nuestra esperanza, produjo un sentimiento de comunidad, fue un parentesco. Somos flalato dietilo, somos plomo, somos cadmio y somos mercurio. El plástico somos nosotras. Nos pertenece y condiciona nuestra existencia. Somos un eterno cuerpo queer, un hiperobjeto de camino a un futuro certero.",[''],Acento. Muestra del programa Artistas en residencia 2018,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/extraoceanic-javier-marquerie-thomas,https://www.lacasaencendida.es/storage/3820/responsive-images/9631-609f-acento_2019_nt___detail_1600_900.jpg
5,"""Notación y transmisión del movimiento de una Ruda""",Aniara Rodado,23 ene 2019,"La notación del movimiento de la Ruta Graveolens, las investigaciones reciente sobre los sentidos de las plantas y sus capacidades biológicas para adaptar su metabolismo a los cambios ambientales son la materia que alimenta este proyecto, que se teje desde narrativas de especulativas no antropocéntricas.","La danza se lleva a cabo en una instalación que permite sucesivos cambios atmosféricos. Buscamos tocar la piel del público, creando un teatro climático donde los dispositivos tecnológicos –analógicos o digitales– generen espacios que enriquezcan y transformen nuestro sensorium y, por lo tanto, nuestra percepción del entorno.
Un largo metraje cuya exclusiva protagonista es la Ruda, constituye el trabajo de luz e imagen. Este se basará en los time-lapse usados para el análisis del movimiento de la Ruda, así como en nuestra experiencia de cohabitación con la misma. La danza humana se articulará en torno a las fracturas temporales que existen entre la vida vegetal y la vida humana.",[''],Acento. Muestra del programa Artistas en residencia 2018,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/notacion-transmision-movimiento-ruda-aniara-rodado,https://www.lacasaencendida.es/storage/3823/responsive-images/9637-609f-acento_2019_notacion_ruda_nt___detail_1600_900.jpg
6,Ciclo de conferencias III Premio Cervezas Alhambra de Arte Emergente,No definido,23 ene 2019,"Durante los meses de enero y febrero os invitamos de la mano de Cervezas Alhambra y su Premio de Arte Emergente, a disfrutar de una serie de conferencias en las que, artistas, artesanos, comisarios y expertos del mundo del arte como, David Barro, Teresa Lanceta, Bea Espejo, la Real Fábrica de Cristales de La Granja o el Centro Cerámica Talavera, se reúnen para hablar de los diferentes usos de la artesanía, la importancia de los procesos de creación artesanal y su inclusión en los lenguajes del arte contemporáneo. Las charlas estarán dirigidas por la comisaria del Premio Cervezas Alhambra de Arte Emergente, Alicia Ventura Bordes.","Miércoles 23 de enero.
""De aquellos barros estos lodos"", con Bea Espejo (crítica de arte y comisaria).
La cerámica se ha convertido en el gran borrador donde los artistas ensayan relecturas de lo popular tensando la tradición y buscando nuevas alternativas en el campo de la creación. Cada vez son más los artistas que indagan en las posibilidades del barro y su relación con el lenguaje y el pensamiento. Explorarlas exige contextualizar su significado y los roles históricos de su práctica formal. Esta conferencia hará un repaso por algunos referentes de este medio y el acercamiento, a veces directo y otras transversal, que muchos artistas tienen con la tradición y la artesanía. Presenta: Alicia Ventura, responsable de la Colección DKV. Charla posterior entre Bea Espejo y Teresa Solar, artista. Las charlas estarán dirigidas por la comisaria del Premio Cervezas Alhambra de Arte Emergente, Alicia Ventura Bordes.
Jueves 24 de enero.
""Formas Inéditas, procesos e incoherencias en el arte, la artesanía y el diseño"", con David Barro (director de Fundación DIDAC y comisario de exposiciones).",[''],Not in a group,2 horas 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/ciclo-conferencias-iii-premio-cervezas-alhambra-arte-emergente,https://www.lacasaencendida.es/storage/3839/responsive-images/9663-609f-ciclo_3ed_premio_alhambra_arte_emergente_nt___detail_1600_900.jpg
7,"""Guided Tour""",Esther Rodríguez-Barbero,23 ene 2019,"¿Hay algún espacio que te haya generado especial curiosidad? Una puerta que esté cerrada a la que no puedas acceder, por ejemplo. ¿Te gustaría saber lo que hay detrás?","¿Has estado aquí antes?¿Conoces este edificio?
¿Lo conoces mucho o poco? ¿conoces su/s historia/s?
¿Hay algún espacio que te haya generado especial curiosidad?
Una puerta que esté cerrada a la que no puedas acceder, por ejemplo.
¿Te gustaría saber lo que hay detrás?
Guided Tour es un recorrido por las partes no visibles del edificio de La Casa Encendida. Una invitación a pensar/activar el espacio juntos, a descubrir lo que está detrás, lo que no se ve a simple vista, sus historias, su funcionamiento y el lugar que ocupa en la memoria colectiva.
Con la colaboración de: Lara Brown.
Gracias a las personas que han compartido historias y encuentros en La Casa Encendida: Leticia, Begoña, María, Antonio, Miguel, Sergio, Mónica, Bárbara, Cristian, Felipe, Ana, Óscar, Tania, Miriam, Leire, Cari, Raúl, Elizabeth, Cristina, Clara, Ana, Nacho, Lautaro, Lucía, Frodo, Pane, Julián, Marina, Christopher, etc.",[''],Acento. Muestra del programa Artistas en residencia 2018,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/guided-tour-esther-rodriguez-barbero,https://www.lacasaencendida.es/storage/3822/responsive-images/9636-609f-acento_2019_guided_tour_nt___detail_1600_900.jpg
8,El Muro. Máquinas,Alfonso Sánchez,21 ene - 16 abr 2019,Partiendo de un taller inclusivo con personas con discapacidad intelectual hemos querido mostrar la obra generada por el artista Alfonso Sánchez en El Muro,"En La Casa Encendida tenemos el compromiso de lograr la Accesibilidad Universal en todos los ámbitos posibles de nuestra programación para que todas las personas participen en las actividades y disfruten de los servicios que ofrecemos.
En el año 2009, el Laboratorio de Fotografía de La Casa Encendida incorporó a sus actividades una nueva línea de programación y formación inclusiva. Una manera de integrar a las personas con discapacidad en el proceso fotográfico mostrándoles, además, las enormes posibilidades plásticas, comunicativas y experimentales que ofrece tanto la fotografía química como la digital.
Desde entonces, personas con y sin discapacidad comparten espacio donde experimentar, compartir y crecer a nivel personal y artístico logrando, de esta manera, la plena inclusión.
Alfonso Sánchez Hidalgo (Madrid, 1971) es un apasionado por las nuevas tecnologías, las máquinas y los mecanismos que las activan. Sin formación académica y ajeno al mundo artístico, Alfonso se ha sumergido en las entrañas de La Casa Encendida para mirar las máquinas con las que funciona día a día. El resultado es una serie de fotografías que muestran las tuberías, las mesas de sonido o los teclados revelando el mundo interior de los artificios, sus movimientos y colores, como si los mecanismos cobrasen vida.",[''],El Muro,,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/muro-maquinas-alfonso-sanchez,https://www.lacasaencendida.es/storage/4502/responsive-images/10951-609f-muro_maquinas_alfonso_sanchez_nt___detail_1600_900.jpg
9,Joyas de la animación de Europa del Este,No definido,29 dic 2018,"Este ciclo de cine dirigido a los más pequeños (y a los no tan pequeños) explora los años dorados de la animación de países como Rusia, Estonia o la República Checa.","Se trata de una oportunidad única para que toda la familia disfrute de una serie de piezas que surgieron a partir de la década de 1960 y que siguen sorprendiendo por la magia atemporal que desprenden sus imágenes.
Lapiceros [Värvipliiatsid], de Avo Paistik. Estonia, 1973. 9’
Tres amigos (el color rojo, el color amarillo y el color azul) pasan un bonito día de playa, cuando de pronto aparece el caótico color negro para intentar aguarles la fiesta. Lapiceros es una narración simple pero llena de sorpresas, acompañada de la maravillosa música de Arvo Pärt, músico precursor del minimalismo.
Štaflík y Špagetka. Maestros del baile [Štaflík a Špagetka. Mistri dances], de Václav Bedřich. República Checa, 1988. 8’
Los inseparables amigos Štaflík y Špagetka aprenden a bailar de la mano de distintos animales. Como siempre, su vecino el cuervo aparecerá en escena para ponérselo difícil.
La última cacería [Poslednyaya okhota], de Valentin Karavaev. Rusia, 1982. 10’",[''],Libros Amigos 2018,1 hora,No details,['CINE'],https://www.lacasaencendida.es/cine/joyas-animacion-europa,https://www.lacasaencendida.es/storage/3769/responsive-images/9547-609f-libros_amigos_2018_joyas_animacion_europa_este_nt___detail_1600_900.jpg
10,"""Lluvia de estrellas"", taller con bwelke",No definido,29 dic 2018,“Lluvia de estrellas” propone la construcción de una piñata por parte de las niñas y los niños y una celebración posterior.,"Los más pequeños construirán una piñata y posteriormente habrá una celebración que se desencadenará tras la ruptura del artefacto colectivo. Al igual que en el célebre programa de televisión de los años noventa, los participantes se transformarán en otra persona.
Bwelke es una agencia creativa y multidisciplinar creada por María Buey, Lorenzo G. A. y Juanito Jones.
+ 7 años.",[''],Libros Amigos 2018,1 hora 30 minutos,No details,['PROYECTO'],https://www.lacasaencendida.es/proyecto/lluvia-estrellas-taller-bwelke,https://www.lacasaencendida.es/storage/3764/responsive-images/9544-609f-libros_amigos_2018_lluvia_estrellas_nt___detail_1600_900.jpg
11,"""Disfraces de cuento"", taller con Acción frutal",No definido,29 dic 2018,"Nos encontramos ante un taller de disfraces de cuentos hechos con cartón y pintura. Por detrás, moviendo los hilos, está el colectivo Acción frutal.","Cartón y pintura para que los personajes de los cuentos cobren vida a través de las niñas y niños participantes en este de taller. De la mano de Acción frutal, Acción frutal, formado por: Mr de Basurama, a quien le encanta hacer que los niños sean partícipes de la creación de sus propios parques; la ilustradora Ángela León; la directora artística y figurinista Jimena Eichelbaum, y Clara León, que trabaja entre los ámbitos del diseño gráfico, la pintura y el dibujo.
De 6 a 12 años.",[''],Libros Amigos 2018,1 hora 30 minutos,No details,['PROYECTO'],https://www.lacasaencendida.es/proyecto/disfraces-cuento-taller-accion-frutal,https://www.lacasaencendida.es/storage/3761/responsive-images/9542-609f-libros_amigos_2018_disfraces_cuento_02_nt___detail_1600_900.jpg
12,"""Un bosque"", un cuentoperformance de David Herráez",No definido,29 dic 2018,"""El bosque"" va más allá de lo que se considera un libro. Usa los relieves, gofrados y troquelados para evocar la anticipación, el recuerdo y la búsqueda de respuestas constante de la existencia.","El bosque (Milrazones) narra la vida de todos nosotros como un viaje exploratorio a través de un espacio de dimensiones y posibilidades desconocidas. Desde que nacemos avanzamos a tientas tanto como mirando y oyendo. Por eso este libro tiene una textura muy especial, con relieves y troquelados que evocan la anticipación, el recuerdo y, sobre todo, la exploración incesante que supone cualquier vida.
Violeta Lópiz y Valerio Vidali ponen ilustración al texto de Ricardo Bozzi en este singular libro sobre el ciclo de la vida. El bosque ha sido calificado como mejor libro ilustrado de 2018 según The New York Times.
David Herráez es educador infantil, ilustrador, animador teatral, bailarín y performer. Su experiencia profesional es muy diversa, siendo especialmente relevante su trabajo con niños y niñas, como animador, como educador en igualdad de oportunidades para niñas y niños y prevención de violencia de género con Delfo. Con respecto a las artes escénicas ha colaborado con compañías y artistas vinculados al teatro sensorial, la danza contemporánea y la performance como Claudia Faci, Simone Forti, Xavier Leroy, Paz rojo, Gary Stevens, Ulf Aminde, Los Torreznos, Teatro en el Aire, Onírica Mecánica, 87 Grillos, etc.",[''],Libros Amigos 2018,1 hora,No details,"['ENCUENTROS', 'PROYECTO']",https://www.lacasaencendida.es/encuentros/bosque-cuentoperformance-david-herraez,https://www.lacasaencendida.es/storage/3760/responsive-images/9541-609f-libros_amigos_2018_bosque_nt___detail_1600_900.jpg
13,“La Casa Apagada”: una noche en el museo,No definido,28 dic - 29 dic 2018,Cuando La Casa Encendida se apaga nada es lo que parece; algo inexplicable sucede y seres fantásticos se unirán a ellos para resolver un enigma.,"Un grupo de niñas y niños tendrá la ocasión de pasar una noche en La Casa Encendida. Allí descubrirán que cuando la Casa se apaga nada es lo que parece; algo inexplicable sucede y seres fantásticos se unirán a ellos para resolver un enigma. Los libros están vivos y la casa también.
Dodo Laboratory es un laboratorio creativo enfocado en el desarrollo de conceptos educativos y experiencias online y offline con un propósito social. Su objetivo es utilizar su conocimiento creativo para ayudar a los niños a pensar de manera diferente, experimentar, innovar y, finalmente, dejar buenas marcas en el mundo.
Información práctica: para pasar la noche en La Casa Encendida, la niñas y los niños tendrán que traer una linterna y un saco de dormir. A la mañana siguiente se les dará un desayuno.
De 8 a 12 años.",[''],Libros Amigos 2018,,No details,['PROYECTO'],https://www.lacasaencendida.es/proyecto/casa-apagada-noche-museo,https://www.lacasaencendida.es/storage/3776/responsive-images/9553-609f-libros_amigos_2018_casa_apagada_nt___detail_1600_900.jpg
14,"""Dabuti, un virus"", taller con Javi Cruz",No definido,28 dic 2018,El contagio es total y no hay remedio. Un viejo virus ha vuelto y está jugando más fuerte que nunca. Entra y sale de los seres vivos para confundir a las células y contagiar sus apariencias.,"Por eso la avispa parece un tigre y el cocodrilo tiene la piel de un tronco. Un taller de autobiografía infantil en el que mezclar el ADN y las apariencias, entender el relato como cruce o suma de contagios preciosos.
Javier Cruz (Madrid, 1985) estudia arte mientras abandona el baloncesto y el grafiti. Ahora trabaja en proyectos relacionados con el dibujo, el hecho escénico, la albañilería y las potencias performativas que encuentra en la oralidad y otras textualidades. A menudo desemboca en el diseño de situaciones. Individualmente o en los colectivos Elgatoconmoscas y PLAYdramaturgia ha trabajado en diversos contextos locales y en espacios y festivales en Francia, Holanda, Bolivia, Guatemala y Chile, habitualmente como artista. Colabora en procesos escénicos con las artistas como Cris Blanco, Claudia Faci, María Jerez, nyamnyam o Cuqui Jerez.
De 6 a 9 años.",[''],Libros Amigos 2018,1 hora 30 minutos,No details,['PROYECTO'],https://www.lacasaencendida.es/proyecto/dabuti-virus-taller-javi-cruz,https://www.lacasaencendida.es/storage/3759/responsive-images/9538-609f-libros_amigos_2018_dabuti_virus_nt___detail_1600_900.jpg
15,"""Pedro Melenas"", taller con Gustavo Puerta Leisse",No definido,28 dic 2018,"""Pedro Melenas"", de Heinrich Hoffman, es uno de los libros infantiles más célebres de la literatura alemana y quizá uno de los más políticamente incorrectos de todos los tiempos.","Ideada como regalo de Navidad, nos encontramos ante una historia en verso sobre la desobediencia y sus fatales resultados. Y aunque transgredir las normas suele tener consecuencias nefastas, no las tuvo para el doctor Hoffmann, que, con su subversivo Pedro Melenas, revolucionó para siempre el mundo de la literatura ilustrada.
Gustavo Puerta Leisse es investigador, crítico literario y especialista en literatura infantil. Es editor de la revista de periodismo cultural para niños ¡La Leche! y también lo fue del libro Pedro Melenas & Compañía (Impedimenta).
De 9 a 12 años.",[''],Libros Amigos 2018,1 hora 30 minutos,No details,"['ENCUENTROS', 'PROYECTO']",https://www.lacasaencendida.es/encuentros/pedro-melenas-taller-gustavo-puerta-leisse,https://www.lacasaencendida.es/storage/3758/responsive-images/9537-609f-libros_amigos_2018_pedro_melenas_nt___detail_1600_900.jpg
16,"""Creando personajes monstruosos"", taller con Mister Black",No definido,28 dic 2018,"De la mano de su autora Catalina González Vilar, descubriremos a Mister Black, un vampiro que aparentemente es como otro cualquiera. Pero Mister Black esconde un terrible secreto: ¡le encanta el color rosa!","Cada uno de los asistentes podrá crear su propio monstruo. No solo lo dibujaremos, sino que le pondremos nombre, pensaremos en qué cosas le gustan, si tiene secretos y qué es lo que más desea en su vida.
Mister Black vive en una isla rodeada por todo tipo de monstruos: ogros, brujas y otras criaturas espeluznantes. Obviamente en la isla lo colores más chic son los oscuros. Tiene que impresionar pero manteniéndote sobrio. La tragedia de Mister Black es SECRETAMENTE adora el color rosa. Mister Black es un himno a la tolerancia y la libertad en el que la autora denuncia la esclavitud de la moda y las etiquetas que tan fácilmente ponemos a las personas.
Catalina González Vilar es escritora de literatura infantil y juvenil, campo en el que ha recibido diversos premios. En sus historias para niños la imaginación tiene un protagonismo indudable, permitiéndole reinventar el mundo y armar su escritura desde el juego, la emoción y el asombro.
A partir de 7 años.",[''],Libros Amigos 2018,1 hora,No details,"['ENCUENTROS', 'PROYECTO']",https://www.lacasaencendida.es/encuentros/creando-personajes-monstruosos-taller-mister-black,https://www.lacasaencendida.es/storage/3757/responsive-images/9535-609f-libros_amigos_2018_personajes_monstruosos_nt___detail_1600_900.jpg
17,Dj Dú con Cat Ready Dj,No definido,27 dic 2018,Dj Dú es una pinchada a dúo. Una sesión musical creada entre madre e hija donde surgirán las mezclas más insospechadas.,Detrás del nombre Cat Ready Dj están María y Manuela. Madre e hija se pondrán a los platos para ofrecernos una sesión ecléctica y divertida: lo mismo se ponen un tema de Katy Perry que de Siniestro Total. Pura diversión para pequeños y mayores.,[''],Libros Amigos 2018,1 hora,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/dj-du-cat-ready-dj,https://www.lacasaencendida.es/storage/3756/responsive-images/9534-609f-libros_amigos_2018_dj_du_cat_ready_nt___detail_1600_900.jpg
18,"“Lírica”, taller con Alberto de Miguel",No definido,27 dic 2018,Este taller de creación musical empieza desde cero para recorrer todo los pasos necesarios para realizar una canción.,"La primera fase del taller consistirá en la composición de la parte musical a través de un ordenador, instrumentos y sonidos. Más adelante, los participantes escribirán y grabarán las voces de una divertida canción con aires funk y pop. Por último, se subirán al escenario y actuarán en directo con la canción que han creado.
De 6 a 12 años.",[''],Libros Amigos 2018,2 horas,No details,"['ENCUENTROS', 'MEDIACIÓN']",https://www.lacasaencendida.es/encuentros/lirica-taller-alberto-miguel,https://www.lacasaencendida.es/storage/3755/responsive-images/9533-609f-libros_amigos_2018_lirica_nt___detail_1600_900.jpg
19,"“El libro del futuro”, taller-cápsula del tiempo con Libros Amigos",No definido,27 dic 2018,"¿Y si recibieses una carta que tú mismo te escribiste hace quince años? En este taller las niñas y los niños se dirigirán a su yo del futuro y le harán todo tipo de preguntas; jugarán a imaginar cómo será el mundo en el año 2033 para, por último, realizar una auténtica cápsula del tiempo que será enviada al futuro.","Desde que el mundo es mundo, el ser humano ha fantaseado con viajar en el tiempo. Con el propósito de hablar a sus semejantes de otras épocas, ha construido cápsulas del tiempo que fueran capaces de atravesar ese muro infranqueable. Experimentar el paso del tiempo es también una parte esencial de nuestra identidad. En este taller las niñas y niños serán capaces de dirigir un mensaje al futuro y de hablarle sin intermediarios a su yo adulto.
Dibujar, recortar, pegar, escribir y reflexionar. Imagina viajes alrededor del mundo, recuerda para siempre a tu familia y a los amigos del verano pasado; registra aquellos secretos que hoy no le revelarías a nadie; imagina el futuro de nuestro planeta y tu propio porvenir en una línea del tiempo. Y mucho, mucho más.
De 7 a 12 años.",[''],Libros Amigos 2018,1 hora 30 minutos,No details,"['ENCUENTROS', 'PROYECTO']",https://www.lacasaencendida.es/encuentros/libro-futuro-taller-capsula-tiempo-libros-amigos,https://www.lacasaencendida.es/storage/3754/responsive-images/9531-609f-libros_amigos_2018_libro_futuro_nt___detail_1600_900.jpg
20,"""Flicts"", cuentacuentos con Roberta Marrero",No definido,27 dic 2018,Flicts es un color raro y ningún otro quiere jugar o mezclarse con él. Una de las obras maestras de la literatura infantil y un título cumbre del diseño gráfico por el que nos conducirá la polifacética Roberta Marrero.,"Flicts es un color que no encuentra su lugar en el mundo. No posee la fuerza del rojo, ni la luz del amarillo, ni la paz del celeste. Flicts es raro, frágil y feo. Editada por This Side Up, esta obra del artista brasileño Ziraldo, es clave para entender el devenir del álbum ilustrado en la posmodernidad.
Roberta Marrero es una artista contemporánea, cantante, actriz y autora de la novela gráfica El bebé verde. Infancia, transexualidad y héroes del pop (Lunwerg, 2016).
De 5 a 9 años.",[''],Libros Amigos 2018,1 hora,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/flicts-cuentacuentos-roberta-marrero,https://www.lacasaencendida.es/storage/3753/responsive-images/9528-609f-libros_amigos_2018_flicts_nt___detail_1600_900.jpg
21,"Telebosquexo, instalación interactiva",No definido,27 dic - 29 dic 2018,Marta Verde Baqueiro y Juanma LoDo nos traen un telesketch virtual con controladores físicos y un micrófono.,Una instalación permanente con la que las niñas y los niños podrán dibujar controlando el grosor del trazo con un micrófono.,[''],Libros Amigos 2018,,No details,['PROYECTO'],https://www.lacasaencendida.es/proyecto/telebosquexo-instalacion-interactiva,https://www.lacasaencendida.es/storage/3775/responsive-images/9551-609f-libros_amigos_2018_telebosquexo_nt___detail_1600_900.jpg
22,“Hippos”,Zum-Zum Teatro,22 dic - 23 dic 2018,"En un mundo donde conviven cotidianamente los animales y las personas, nos acercamos a unos hipopótamos que escogen el camino del medio. ¿Son personas disfrazadas y mimetizadas en el animal que llevan encima, o bien hipopótamos que se buscan dentro de los individuos que ponen el cuerpo?","Acompañamos a estos hipopótamos en un recorrido físico que podría ser una fábula, una metáfora, la reflexión preliminar para una tesis doctoral sobre la humanidad y la animalidad, o bien, sencillamente, una propuesta para todos los públicos donde encontrarnos y estar un poco más solos, pero más acompañados.
Ser hippo es entender que somos animales peligrosos si alguien quiere apropiarse de lo que somos.
Ser hippo te pide que no te des por supuesta.
Ser hippo es hacer animaladas.
Ser hippo es ser múltiple. Ir siendo.
Ser hippo es revalorar la soledad con compañía.
Ser hippo implica dejar ser.
(Pausa)
Tocar el plástico, hacer caricias, llevar zapatillas blancas (Keds), aceptar la complejidad de estar en presente en una estructura que pide ser más practicada que interpretada... mirar por la nariz y sentir con todo el cuerpo... dejar que el movimiento resuene...",[''],En Familia. Especial Navidad 2018,,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/hippos-zum-zum-teatro,https://www.lacasaencendida.es/storage/3726/responsive-images/9398-609f-enfamilia_hippos_nt___detail_1600_900.jpg
23,“One more time with feeling”,Andrew Dominik,19 dic 2018,"Nick Cave se encontraba en el proceso de grabación de su futuro álbum, Skeleton Tree, cuando su hijo Arthur, bajo los efectos del LSD, murió al caer por un acantilado. El director Andrew Dominik, amigo personal del músico, aceptó el encargo de acompañarle durante los siguientes meses.","One more time with feeling, de Andrew Dominik. Reino Unido/Francia, 2016. 113’. VOSE
En este documental se recogen los meses posteriores a la muerte del hijo de Nick Cave y el proceso de grabación de su álbum Skeleton Tree. Un largometraje en el que lo personal y lo profesional se entremezclan y en el que se intenta explicar lo sucedido, evitando así a Nick Cave tener que hablar en innumerables entrevistas sobre la tragedia en la que se vio envuelto.
El resultado de esta convivencia es One more time with feeling, una película cruda y directa, en la que asistimos a una serie de sesiones de grabación del disco junto a su banda The Bad Seeds en los Air Studios de Londres, en una oportunidad única para descubrir su proceso compositivo, a la vez que, inevitablemente, adentrarnos en el proceso personal del artista y su familia para asimilar y afrontar la tragedia.
Andrew Dominik (Wellington, Nueva Zelanda, 1967) ha dirigido películas como Chopper (2000) o The Assassination Of Jesse James By The Coward Robert Ford (2007), por la que estuvo nominado a dos Oscar, o Killing Them Softly (2012). Su próximo proyecto será un biopic sobre la vida de Marilyn Monroe, con Naomi Watts como protagonista principal.",[''],Estados alterados: música y proceso creativo,1 hora 30 minutos,No details,['CINE'],https://www.lacasaencendida.es/cine/one-more-time-feeling-andrew-dominik,https://www.lacasaencendida.es/storage/3719/responsive-images/9375-609f-estados_alterados_one_more_time_with_feeling_nt___detail_1600_900.jpg
