,title,artist,date,description,text,tags,group,Duración,event,category,url,image
0,"""Un mundo se acaba y otro no ha empezado todavía"". Proyección de ""El futuro""",Luis López Carrasco,24 jun 2014,"Este ciclo aborda la transformación de los imaginarios de la juventud, desde los años cincuenta hasta hoy, a través de los cambiantes contextos culturales, sociales y económicos. En paralelo, veremos las mutaciones que experimentan las “piezas básicas” con las que se define la juventud desde entonces: vivir el momento, un futuro nuevo, la rebeldía, el conflicto generacional y una esfera de consumo propia.
Duración: 2 horas","Un mundo se acaba y otro no ha empezado todavía es el título de la conferencia audiovisual a cargo de Luis López Carrasco, que se acompañará de la proyección de su película El futuro. España, 2013. 67’.
En 1980 se ruedan dos películas en España, una es el díptico Después de... (Cecilia y José Juan Bartolomé), la otra es Pepi, Luci, Bom y otras chicas del montón (Pedro Almodóvar). Ambas creen estar hablando del futuro de la sociedad española, un mundo por construir o por destruir. Sin embargo, una pertenece a un proyecto abortado prematuramente, mientras que la otra, contra todo pronóstico, marcará lo que entendemos por cultura española en democracia. Una habla, a su pesar, del pasado; otra está codificando el futuro.
El futuro. España, 2013. 67'.
Un particularísimo retrato de la juventud española de los ochenta, además de un estimulante experimento. Es una metáfora de la sociedad y la política española (empieza con el discurso de Felipe González tras ganar las elecciones en el 82; transcurre en una fiesta), aunque también de la materialidad propia del cine. Un título que ancla el ciclo en los años ochenta, otro de los intereses del ciclo, y en España, al hilo del último cine facturado aquí.",[''],Cine de verano. Imaginarios de la juventud,2 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/un-mundo-se-acaba-y-otro-no-ha-empezado-todavia-proyeccion-el-futuro-luis-lopez-carrasco,https://www.lacasaencendida.es/storage/11791/responsive-images/3552-609f-imaginarios_juventud_mundo_acaba_th_0___detail_1600_900.jpg
1,"Por un nuevo modelo energético, más justo y sostenible",No definido,24 jun 2014,"Desde el año 2006 y como una iniciativa de la Comisión Europea, se celebra el evento más destacado del año dedicado a la eficiencia energética y las energías renovables. Punto de referencia para autoridades públicas, organizaciones no gubernamentales, agencias de energía y empresas privadas. Este año 2014 se desarrollará la 9ª edición, entre los días 23 y 27 de junio, en todos los países de la Unión Europea.
Duración: 2 horas","Esta actividad, enmarcada en la Semana Europea de la Energía Sostenible, pretende abrir el debate en la situación actual de la eficiencia energética y las energías renovables.
La actividad tendrá dos partes:
Actividad donde los participantes plantearán su visión, inquietudes y opciones sobre el modelo energético actual.
Mesa redonda Por un nuevo modelo energético, más justo y sostenible. Contaremos con un miembro de la Plataforma por un Nuevo Modelo Energético, y a partir de la información generada en la actividad previa, se abrirá el debate sobre los cimientos en que debe asentarse este nuevo modelo energético.",[''],Semana Europea de la Energía Sostenible,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/un-nuevo-modelo-energetico-mas-justo-y-sostenible,https://www.lacasaencendida.es/storage/856/responsive-images/3540-609f-nuevo_modelo_energetico_th___detail_1600_868.jpg
2,Experiencias profesionales de relevancia en energía eólica,No definido,24 jun 2014,"La energía eólica es la tecnología renovables que más contribuye al mix de generación eléctrico a nivel mundial, en estas ponencias se recogen las experiencias relativas al sector eólico desde distintos puntos de vista: visión de la propiedad de una instalación eólica; la integración de la energía eólica en el mercado eléctrico, gestión y mantenimiento de parques eólicos, así como, aspectos actuales y de interés relativos al ensayo de aerogeneradores.
Duración: 3 horas","De 18:30 a 19:30 h.
Experiencias de Gestión Eólica.
Pablo Montoro (GAS NATURAL FENOSA).
Juan Carlos Hernández (Canepa Green Energy).
Ricardo Da Silva (GAS NATURAL FENOSA).
De 19:30 a 20:30 h.
Operación y mantenimiento de parques eólicos y plantas fotovoltaicas.
Jorge López Galera EREDA
De 20:30 a 21:30 h.
Ensayos de Tren de potencia en Aerogeneradores Comerciales.
Faisal Bouchotrouch CENER (Laboratorio de Ensayos de Aerogeneradores).",[''],Experiencias profesionales en Energías Renovables,3 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/experiencias-profesionales-relevancia-energia-eolica,https://www.lacasaencendida.es/storage/886/responsive-images/3600-609f-experiencias_energias_renovables_energia_eolica_th___detail_1600_900.jpg
3,"Lecturas dramatizadas: “Mujeres de papel, mujeres de Macondo”",No definido,23 jun 2014,"La mamá grande, Cándida Eréndida, Úrsula Iguarán o Ángela Vicario… El mundo literario de Gabriel García Márquez despliega una deslumbrante galería de personajes femeninos difíciles de olvidar.
Duración: 1 hora 30 minutos","Desde la mamá grande a sus putas tristes, pasando por la Cándida Eréndida, Úrsula Iguarán o Ángela Vicario, entre tantas otras, el mundo literario de Gabriel García Márquez despliega una deslumbrante galería de personajes femeninos difíciles de olvidar. Pero recordarlas a todas juntas –o al menos a una amplia selección– puede constituir una ocasión especial de afianzar, si hiciera falta, la memoria de Gabo.
Escogidos por la dramaturga y profesora Gracia Morales y encarnados por los actores y actrices del Colaboratorio de Dramaturgia Actoral del Nuevo Teatro Fronterizo. Coordinado por José Sanchis Sinisterra.
Dirección: Fernando Calatrava.
Selección dramatúrgica: Gracia Morales.
Intérpretes: actrices y actores del Colaboratorio del NTF.
Un proyecto de La Casa Encendida, Le Monde diplomatique en español y Nuevo Teatro Fronterizo.
[[{""type"":""media"",""view_mode"":""media_original"",""fid"":""476"",""attributes"":{""alt"":"""",""class"":""media-image"",""height"":""43"",""typeof"":""foaf:Image"",""width"":""150""}}]] [[{""type"":""media"",""view_mode"":""media_original"",""fid"":""477"",""attributes"":{""alt"":"""",""class"":""media-image"",""height"":""88"",""typeof"":""foaf:Image"",""width"":""200""}}]]",[''],Not in a group,1 hora 30 minutos,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/lecturas-dramatizadas-mujeres-papel-mujeres-macondo,https://www.lacasaencendida.es/storage/850/responsive-images/3527-609f-mujeres_papel_mujeres_macondo_th___detail_1600_900.jpg
4,"""Danzad, danzad, malditos"", por Gloria & Robert",No definido,22 jun 2014,"La idea base de la propuesta Danzad, danzad, malditos es realizar un “maratón de baile” durante diez horas.
Duración: 10 horas","En la película Danzad, danzad, malditos (1969) de Sidney Pollack, la acción transcurre alrededor de un maratón de baile que se celebra en EE.UU. en los años posteriores al Crac del 29. En él participan unas doscientas personas que compiten por una determinada cantidad de dinero y que deben observar solamente una regla básica: no pueden dejar de moverse. Con el paso de los días, el concurso se va transformando en una experiencia radicalmente agotadora.
El domingo 22 de junio el colectivo Gloria & Robert transformará el Patio en otro maratón de baile: como en la película, cualquiera puede entrar a bailar. Es decir: esta no es una invitación dirigida únicamente a profesionales de la danza.
La intención no es establecer una comparación entre la crisis de los años treinta en EE.UU. y la crisis económica actual o comprobar cuánto tiempo puede aguantar un cuerpo bailando (de hecho: ¿acaso podemos dejar de bailar? ¿Acaso no hemos bailado ya hoy con cientos de personas? ¿Acaso no estabas en medio de alguna coreografía cuando has empezado a leer esta invitación?). Este proyecto apenas propone un medio crítico para nuestros cuerpos agotados y estupefactos. ¿Estás dispuesto? ¿Hay cuerpos ahí?",[''],¿qué puede un cuerpo? 2014,10 horas,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/danzad-danzad-malditos-gloria-robert,https://www.lacasaencendida.es/storage/885/responsive-images/3586-609f-danzad_malditos_que_puede_cuerpo_th___detail_1600_900.jpg
5,"""The love thing piece""",Sandra Gómez,21 jun 2014,"¿Cómo relacionarse con las cosas, el espacio, las personas y, en definitiva, con todo lo que rodea? ¿Cómo tocar? ¿Qué acontece en esa búsqueda?
Duración: 1 hora","Esta acción de movimiento habla de cómo dar cuenta de lo que se es sin la necesidad de hablar de uno mismo. El ejercicio plantea alejarse del yo, difuminarlo y descentralizarlo buscando otra forma de pensarse, sentirse y vivirse. ¿Cómo relacionarse con las cosas, el espacio, las personas y, en definitiva, con todo lo que rodea? ¿Cómo tocar? ¿Qué acontece en esa búsqueda?
Concepto e intérprete: Sandra Gómez. Produce: Losquequedan Gracias a: Sala Flotant, Teatro Pradillo, Ana Buitrago y Oscar Dasí. Sandra Gómez. Desde el año 2001 trabaja junto a Vicente Arlandis como LOSQUEQUEDAN en numerosos proyectos de creación e investigación. Tentativa and Guests (Valencia, 2014), The love thing piece (Madrid, 2013), Frankesteing (Bruselas, 2012), Tentativa (Valencia, 2012) y Tragedia de los Comunes (Barcelona, 2010) son sus últimos trabajos.",[''],¿qué puede un cuerpo? 2014,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/love-thing-piece-sandra-gomez,https://www.lacasaencendida.es/storage/884/responsive-images/3585-609f-love_thing_piece_que_puede_cuerpo_th___detail_1600_900.jpg
6,"""Elaborando la contemporaneidad: danza y posfordismo""",Bojana Kunst,21 jun 2014,"Por razones ajenas a La Casa Encendida se cancela esta actividad. Disculpen las molestias.
Duración: 1 hora","En esta conferencia se hablará sobre la relación entre danza contemporánea y los modelos de producción posfordistas. Se centrará especialmente en las diferentes maneras en las que el cuerpo danzante puede ser relacionado con los aspectos de flexibilidad y precariedad, y describirá las relaciones entre las formas contemporáneas de producción y productividad del cuerpo danzante.
Bojana Kunst. Filósofa, dramaturga y teórica de la performance. Es profesora del Institute for Applied Theatre Studies in Justus Liebig University Giessen, donde dirige un programa de master internacional en Coreografía y Performance. Es miembro de la editorial Maska Magazine, Amfiteater and Performance Research. Ha publicado libros, entre los que podemos destacar Impossible Body (Ljubljana, 1999), Dangerous Connections: Body, Philosophy and Relation to the Artificial (Ljubljana, 2004), Processes of Work and Collaboration in Contemporary Performance (Ur), Amfiteater, Maska (Ljubljana, 2006), Performance and Labour, Performance Research 17.06. (con Gabriele Klein, 2013), Artist at Work, Closeness of Art and Capitalism y Maska (Ljubljana, 2013).",[''],¿qué puede un cuerpo? 2014,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/elaborando-la-contemporaneidad-danza-y-posfordismo-bojana-kunst,https://www.lacasaencendida.es/storage/880/responsive-images/3581-609f-danza_posfordismo_que_puede_cuerpo_th___detail_1600_900.jpg
7,"Good Girls Go to Heaven, Bad Girls Go Everywhere",Frédéric Gies,20 jun 2014,"Frédéric Gies nos invita a un experimento de una hora y veinte minutos, en el que ha colaborado con el dj Fiedel y el artista visual Anton Stoinaov.
Duración: 1 hora 30 minutos","Frédéric Gies nos invita a un experimento de una hora y veinte minutos, en el que ha colaborado con el dj Fiedel y el artista visual Anton Stoinaov. Gies se enamoró de la obra de Fiedel tras bailar muchas veces en sus sesiones berlinesas en el club Berghain, donde Fiedel es residente. Fred se encontró con Anton Stoianov en el mítico Basso en Berlín. También compartieron muchas noches y días en la pista de baile del Berghain de Berlín. Fred le propuso colaborar después de ver sus pinturas abstractas de gran escala realizadas con calcetines de algodón desgastados y sin rastro de pintura o pigmento.
Concepto y danza: Frédéric Gies. DJ: Fiedel Floor. Instalación de suelo: Anton Stoianov.
Frédéric Gies. Bailarín y coreógrafo, es profesor titular de coreografía y director artístico del programa de máster en Coreografía en DOCH (Universidad de Danza y Circo) en la Stockholm University of the Arts, junto con Jefta van Dinther. La práctica de la danza es central en su obra, en la que busca la articulación de la somática, la danza, la coreografía y la política.",[''],¿qué puede un cuerpo? 2014,1 hora 30 minutos,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/good-girls-go-heaven-bad-girls-go-everywhere-frederic-gies,https://www.lacasaencendida.es/storage/883/responsive-images/3584-609f-good_girls_que_puede_cuerpo_th___detail_1600_868.jpg
8,"Yugoslavia, How Ideology Moved Our Collective Body",Marta Popidova,20 jun 2014,"Una película que trata la cuestión de cómo la ideología se interpreta a sí misma en el espacio público a través de la manifestación en masa
Duración: 1 hora 30 minutos","Una película que trata la cuestión de cómo la ideología se interpreta a sí misma en el espacio público a través de la manifestación en masa. La autora recoge y analiza películas y metrajes en vídeo durante el período de Yugoslavia (1945-2000), centrándose en la actuación del Estado (acciones juveniles, May Day Parades, celebración del Día de la Juventud, etc.), así como de manifestaciones en contra (’68, las manifestaciones de estudiantes y civiles en Belgrado en los años noventa, la Revolución del 5 de octubre, etc.). Volviendo atrás con las imágenes, la película da pistas sobre cómo la ideología comunista se extinguió gradualmente a través de las relaciones cambiantes entre las personas, las ideologías y el Estado.
Dirección: Marta Popivoda. Escrito por: Ana Vujanović, Marta Popivoda. Edición: Nataša Damnjanović. Diseño sonido: Jakov Munižaba. Mezcla de regrabaciones: Christian Obermaier, Jakov Munižaba. Colorista: Maja Radošević. Productores: Marta Popivoda, Alice Chauchat. Coproductores: Ann Carolin Renninger. Producción ejecutiva: Dragana Jovović. Producido por: TkH [Walking Theory], Belgrade, Les Laboratoires d'Aubervilliers, París; Universität der Künste Berlin, Berlín, y joon film, Berlín. Con el apoyo de: Program Archive of Television Belgrade, Périphérie - Centre de création cinématographique, Dart film.",[''],¿qué puede un cuerpo? 2014,1 hora 30 minutos,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/yugoslavia-how-ideology-moved-our-collective-body-marta-popidova,https://www.lacasaencendida.es/storage/882/responsive-images/3583-609f-yugoslavia_que_puede_cuerpo_th___detail_1600_868.jpg
9,The Hot One Hundred Choreographers,Cristian Duarte,19 jun 2014,"Esta pieza tiene como punto de partida los aspectos y el material coreográfico de 100 trabajos de 100 coreógrafos que tienen relación con la creación y la performance, como un dispositivo para pensar sobre la forma, la creación, la producción, la autoría, el contexto y la resolución.
Duración: 1 hora","The Hot One Hundred Choreographers tiene como punto de partida los aspectos y el material coreográfico de 100 trabajos de 100 coreógrafos que tienen relación con la creación y la performance, como un dispositivo para pensar sobre la forma, la creación, la producción, la autoría, el contexto y la resolución. Asimismo, esta pieza tiene como referencia la pintura The Hot One Hundred del artista británico Peter Davies. La lista-danzada propuesta en este solo no tiene un lugar fijo o valoración por números, y está realizada por manipulación, apropiación, por la mezcla de contenidos listados y a través de una serie de etcéteras que aumenta. La lista puede verse en:www.lote24hs.net/hot100
Propuesta, creación y performance: Cristian Duarte. Colaboración y creación: Rodrigo Andreolli. Diseño de iluminación: André Bol.l Edición sonido: Tom Monteiro. Contribuciones calientes: Bruno Freire, Julia Rocha y Tarina Quelho. Diseño artístico: Cristian Duarte y Rodrigo Andreolli. Diseño web y programación: Roberto Winter. Diseño de vestuario: Cristian Duarte. Fotografía: Carolina Mendonça. Producción: Cristian Duarte y Rodrigo Andreolli. Con el apoyo y el agradecimiento de: Artist Faculty Program at School of Dance - Herberger Institute at Arizona State University (EE. UU.), Simon Dove, Universidade Anhembi Morumbi, Valéria Cano Bravi, PUC-SP – Artes do Corpo, Rosa Hércoles, Peter Davies y más de 100 coreógrafos. Originalmente producida para la 15º edición del Festival de Cultura Inglesa (2011).",[''],¿qué puede un cuerpo? 2014,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/hot-one-hundred-choreographers-cristian-duarte,https://www.lacasaencendida.es/storage/881/responsive-images/3582-609f-choreographers_que_puede_cuerpo_th___detail_1600_868.jpg
